SalesID,OrderID,CustomerID,ProductID,OrderDate,Quantity,UnitPrice,DiscountPercent,SalesAmount,ProfitAmount,Region
1081,96447,429,22,12/29/2025,6,407.19,0.05,2320.98,288.54,East
1082,96246,246,9,1/10/2025,8,827.93,0.19,5364.99,969.97,West
1083,69388,3,27,3/10/2026,6,654.92,0.29,2789.96,828.2,North
1084,94363,167,8,11/12/2024,10,908.71,0.04,8723.62,3131.64,South
1085,81716,145,6,7/21/2024,6,900.58,0.24,4106.64,1327.02,East
1086,33332,488,3,1/17/2026,10,772.4,0.11,6874.36,1510.01,West
1087,31356,123,12,9/14/2025,7,44.43,0.03,301.68,107.31,East
1088,95729,199,16,6/7/2024,7,355.61,0.09,2265.24,737.94,South
1089,50645,79,3,8/5/2025,2,772.4,0.09,1405.77,478.43,South
1090,58163,463,6,5/25/2025,10,900.58,0.04,8645.57,2590.7,East
1091,72447,263,25,4/8/2026,4,891.64,0.15,3031.58,1108.42,West
1092,65382,138,15,8/4/2025,10,1051.79,0.18,8624.68,1095.91,North
1093,65838,416,18,10/6/2023,6,351.07,0.18,1727.26,397.67,South
1094,98662,48,16,11/1/2024,1,355.61,0.15,302.27,118.48,South
1095,94833,115,24,10/5/2025,3,1686.39,0.28,3642.6,940.46,West
1096,72601,269,6,10/17/2024,2,900.58,0.09,1639.06,378.96,South
1097,49375,154,20,8/8/2024,3,518.37,0.3,1088.58,332.34,West
1098,16255,431,5,11/26/2025,4,230.97,0.16,776.06,146.4,West
1099,76932,283,18,6/2/2025,2,351.07,0.28,505.54,128.42,West
1100,84511,218,26,5/11/2023,7,1948.97,0.03,13233.51,3946.98,East
1101,75987,417,25,5/14/2023,5,891.64,0.11,3967.8,1093.8,East
1102,33882,9,11,11/5/2024,2,1204.13,0.22,1878.44,448.69,North
1103,49013,432,17,12/9/2025,7,551.45,0.01,3821.55,859.37,West
1104,68975,161,9,7/29/2025,10,827.93,0.22,6457.85,2113.05,South
1105,34535,320,21,2/16/2025,5,1257.57,0.1,5659.06,2124.6,West
1106,43989,109,26,6/10/2023,3,1948.97,0.02,5729.97,2261.37,North
1107,61764,447,1,9/7/2025,2,604.85,0.13,1052.44,110.9,North
1108,63096,60,12,7/5/2023,1,44.43,0.05,42.21,10.26,North
1109,90837,445,23,2/16/2024,10,623.22,0.22,4861.12,927.7,South
1110,27709,185,20,3/26/2025,7,518.37,0.24,2757.73,348.28,East
1111,34670,8,14,12/16/2024,4,1812.31,0.03,7031.76,736.69,East
1112,95162,440,16,8/13/2024,1,355.61,0.06,334.27,98.47,North
1113,80593,124,23,9/24/2024,7,623.22,0.25,3271.9,1169.56,East
1114,72126,98,10,6/16/2023,2,720.75,0.09,1311.76,313.55,West
1115,68361,217,2,10/12/2024,1,165.54,0.03,160.57,59.53,North
1116,86706,494,10,2/17/2025,8,720.75,0.14,4958.76,1774.93,North
1117,61345,125,24,3/30/2025,4,1686.39,0.09,6138.46,2141.31,West
1118,66595,27,12,8/27/2024,6,44.43,0,266.58,77.07,South
1119,82653,213,4,9/5/2024,8,1484.52,0.22,9263.4,2582.19,South
1120,87468,149,5,9/17/2025,1,230.97,0.15,196.32,48.26,West
1121,73950,372,7,2/5/2025,10,282.36,0.28,2032.99,755.3,East
1122,51399,119,14,3/6/2025,1,1812.31,0.16,1522.34,344.96,North
1123,72041,284,10,6/28/2024,2,720.75,0.08,1326.18,390.55,North
1124,68762,60,20,10/8/2024,8,518.37,0.19,3359.04,987.07,North
1125,35192,358,25,8/20/2023,7,891.64,0.01,6179.07,1151.8,North
1126,87025,241,8,1/29/2025,6,908.71,0.13,4743.47,1196.73,East
1127,96108,466,13,10/19/2025,6,1562.75,0.28,6751.08,2403.63,North
1128,61166,240,27,8/18/2024,3,654.92,0.26,1453.92,460.75,North
1129,57219,492,21,4/10/2024,7,1257.57,0.25,6602.24,1993.43,North
1130,91506,408,25,11/26/2025,8,891.64,0.24,5421.17,1915.62,South
1131,73293,107,23,1/19/2026,5,623.22,0.21,2461.72,309.83,West
1132,23225,67,12,4/2/2026,3,44.43,0.06,125.29,35.3,North
1133,40765,407,18,5/21/2024,7,351.07,0.28,1769.39,439.02,North
1134,44184,108,13,3/6/2026,9,1562.75,0.01,13924.1,1468.15,North
1135,75991,183,12,3/2/2026,3,44.43,0.05,126.63,45.31,South
1136,39712,17,7,5/19/2024,2,282.36,0.1,508.25,68.2,West
1137,54606,62,17,7/9/2025,9,551.45,0.07,4615.64,818.57,South
1138,83010,402,18,12/13/2023,6,351.07,0.23,1621.94,536.91,West
1139,89205,137,2,10/16/2025,3,165.54,0.26,367.5,133.07,South
1140,67386,343,12,5/10/2026,2,44.43,0.21,70.2,26.53,South
1141,23879,410,20,5/15/2023,8,518.37,0.29,2944.34,962,South
1142,23352,401,12,12/30/2023,10,44.43,0.18,364.33,130.25,East
1143,92565,422,18,4/19/2024,9,351.07,0.01,3128.03,411.72,East
1144,48289,61,10,3/5/2025,4,720.75,0.27,2104.59,309.61,East
1145,23014,363,19,8/22/2025,8,613.51,0.23,3779.22,942.98,South
1146,36462,79,21,3/6/2024,6,1257.57,0.1,6790.88,959.77,South
1147,72084,225,25,3/26/2024,7,891.64,0.23,4805.94,490.09,North
1148,58815,175,9,5/15/2024,5,827.93,0.15,3518.7,441.84,North
1149,29871,367,10,10/27/2024,7,720.75,0.11,4490.27,1344.83,West
1150,66206,386,14,10/19/2024,9,1812.31,0.13,14190.39,2390.44,West
1151,77653,212,21,3/19/2025,7,1257.57,0.27,6426.18,2477.63,East
1152,11303,407,12,2/25/2025,6,44.43,0.28,191.94,44.68,North
1153,51262,368,9,1/6/2024,9,827.93,0.28,5364.99,672.95,East
1154,14861,206,18,6/12/2023,3,351.07,0.13,916.29,199.73,South
1155,92786,339,23,2/8/2025,3,623.22,0.27,1364.85,160.16,West
1156,99243,366,17,9/6/2025,9,551.45,0.29,3523.77,795.64,North
1157,51116,359,23,5/3/2026,9,623.22,0.26,4150.65,1313.54,West
1158,79178,466,7,8/29/2023,6,282.36,0,1694.16,311.61,North
1159,36887,313,15,3/12/2026,3,1051.79,0.21,2492.74,582.94,West
1160,67952,455,3,10/23/2024,9,772.4,0.19,5630.8,1607.35,East
1161,63019,358,6,10/7/2024,6,900.58,0.27,3944.54,1319.33,North
1162,80442,398,9,9/24/2023,4,827.93,0.26,2450.67,307.03,West
1163,26515,172,12,2/28/2025,7,44.43,0.22,242.59,78.12,West
1164,82323,267,6,3/9/2026,9,900.58,0.09,7375.75,942.96,East
1165,13069,160,8,9/17/2025,9,908.71,0.1,7360.55,2139.75,South
1166,49838,15,21,7/28/2025,9,1257.57,0.18,9280.87,1600.04,West
1167,17857,372,24,8/27/2023,7,1686.39,0.3,8263.31,1100.12,East
1168,26228,431,7,12/16/2024,6,282.36,0.08,1558.63,393.16,West
1169,10683,25,10,5/8/2025,2,720.75,0.13,1254.1,340.78,East
1170,86230,233,8,12/10/2023,6,908.71,0.29,3871.1,1322.43,South
1171,49216,290,7,9/28/2024,9,282.36,0.25,1905.93,324.3,South
1172,78113,146,12,8/11/2023,10,44.43,0.2,355.44,111.72,South
1173,35238,378,18,6/1/2025,4,351.07,0.03,1362.15,347.26,West
1174,65796,422,2,2/23/2024,6,165.54,0.14,854.19,122.97,East
1175,27047,425,11,1/4/2026,7,1204.13,0.02,8260.33,980.16,South
1176,78977,244,22,7/22/2023,4,407.19,0.13,1417.02,298.69,North
1177,44562,207,8,10/13/2025,10,908.71,0.17,7542.29,2516.47,East
1178,74165,300,9,7/22/2024,8,827.93,0.19,5364.99,2140.38,North
1179,26662,375,6,9/3/2023,7,900.58,0.25,4728.04,677.55,South
1180,79355,249,26,1/4/2024,8,1948.97,0.04,14968.09,4660.43,West
1181,30557,61,25,10/17/2024,4,891.64,0.14,3067.24,336.73,East
1182,88852,484,10,7/1/2025,9,720.75,0.11,5773.21,2225.84,South
1183,47957,437,20,6/18/2025,7,518.37,0.03,3519.73,742.23,West
1184,59081,21,12,7/15/2025,9,44.43,0.05,379.88,80.32,South
1185,28630,156,13,9/12/2025,5,1562.75,0.15,6641.69,2240.65,South
1186,49998,402,7,3/10/2025,10,282.36,0.13,2456.53,936.05,West
1187,74067,456,11,5/25/2025,5,1204.13,0.06,5659.41,1956.67,East
1188,15856,2,11,2/19/2026,2,1204.13,0.16,2022.94,243.3,North
1189,54279,214,18,12/2/2024,8,351.07,0.17,2331.1,628.77,East
1190,89391,401,22,10/18/2025,7,407.19,0.14,2451.28,774.63,East
1191,68973,68,20,9/1/2024,3,518.37,0.15,1321.84,314.97,North
1192,21706,342,11,1/8/2025,8,1204.13,0.04,9247.72,2944.1,South
1193,40516,410,3,7/28/2024,10,772.4,0.2,6179.2,1377.27,South
1194,97876,461,20,5/11/2023,7,518.37,0.1,3265.73,371.46,West
1195,31707,456,19,9/7/2023,8,613.51,0.22,3828.3,1124.66,East
1196,50481,363,8,12/26/2023,1,908.71,0.17,754.23,255.57,South
1197,91094,288,5,12/31/2023,2,230.97,0.19,374.17,46.98,West
1198,78387,278,10,2/5/2024,10,720.75,0.23,5549.78,2148.81,South
1199,96278,97,24,6/14/2025,8,1686.39,0.15,11467.45,1210.95,West
1200,36975,480,15,10/22/2025,9,1051.79,0.05,8992.8,950.47,West
1201,89541,126,26,12/20/2024,10,1948.97,0.13,16956.04,5800.26,South
1202,13049,165,19,9/18/2025,7,613.51,0.18,3521.55,871.38,West
1203,79193,175,17,2/28/2025,7,551.45,0.05,3667.14,393.18,North
1204,23019,163,25,3/15/2024,7,891.64,0.08,5742.16,771.71,East
1205,21747,278,23,12/5/2025,3,623.22,0.09,1701.39,263.38,South
1206,17721,79,23,10/23/2024,5,623.22,0.29,2212.43,671.66,South
1207,49062,315,26,1/16/2025,6,1948.97,0.05,11109.13,3488.16,North
1208,52495,200,10,3/24/2024,2,720.75,0.1,1297.35,290.41,South
1209,16799,133,9,3/24/2026,7,827.93,0.28,4172.77,1543.3,West
1210,74615,104,25,10/27/2024,4,891.64,0.23,2746.25,757.44,West
1211,17947,261,16,12/1/2023,9,355.61,0.12,2816.43,378.88,North
1212,13788,163,17,10/19/2025,8,551.45,0.17,3661.63,438.07,East
1213,82623,209,25,8/13/2023,4,891.64,0.27,2603.59,274.9,East
1214,82706,494,8,12/29/2025,10,908.71,0.2,7269.68,1264.16,North
1215,20998,334,22,2/27/2025,3,407.19,0.09,1111.63,246.81,West
1216,58929,434,15,10/7/2025,9,1051.79,0.06,8898.14,3473.6,North
1217,65542,277,7,9/19/2025,3,282.36,0.23,652.25,170.41,East
1218,70902,493,8,4/25/2026,9,908.71,0.14,7033.42,705.45,East
1219,10071,493,9,7/20/2024,10,827.93,0.09,7534.16,2950.56,East
1220,99128,31,14,2/27/2024,8,1812.31,0.08,13338.6,2337.81,South
1221,76889,195,21,3/30/2025,6,1257.57,0.25,5659.06,927.1,North
1222,19166,145,10,7/17/2025,1,720.75,0.05,684.71,178.18,East
1223,28304,154,1,11/21/2025,2,604.85,0.12,1064.54,145.73,West
1224,37636,372,20,9/27/2023,9,518.37,0.3,3265.73,1187.04,East
1225,99404,313,7,5/22/2025,9,282.36,0.29,1804.28,352.72,West
1226,69338,485,27,1/1/2026,6,654.92,0.19,3182.91,1253.72,East
1227,37606,140,7,7/27/2023,4,282.36,0.2,903.55,177.54,East
1228,27527,236,10,1/27/2024,10,720.75,0.1,6486.75,2427.38,South
1229,11255,331,27,10/8/2024,1,654.92,0.18,537.03,54.39,West
1230,74091,345,10,8/30/2024,3,720.75,0.12,1902.78,701.33,West
1231,95078,391,25,8/7/2023,7,891.64,0.16,5242.84,1762.6,East
1232,98029,334,3,2/22/2026,2,772.4,0.16,1297.63,477.23,West
1233,88815,228,14,3/13/2026,2,1812.31,0.11,3225.91,1109.18,West
1234,11105,184,21,11/18/2024,7,1257.57,0.05,8362.84,2763,West
1235,11227,64,8,3/9/2024,8,908.71,0.11,6470.02,1021.6,North
1236,56900,114,25,2/2/2025,1,891.64,0.23,686.56,208.83,North
1237,38986,99,19,11/2/2023,2,613.51,0.24,932.54,268.17,West
1238,74597,120,2,6/9/2024,8,165.54,0.29,940.27,104.41,North
1239,93681,464,22,5/24/2023,10,407.19,0.06,3827.59,607.92,West
1240,74751,203,16,10/27/2025,2,355.61,0.26,526.3,142.49,South
1241,98103,88,15,5/14/2025,9,1051.79,0.06,8898.14,2862.04,West
1242,26809,350,16,4/14/2026,10,355.61,0.17,2951.56,353.03,East
1243,39879,382,7,4/10/2026,2,282.36,0.04,542.13,206.05,South
1244,98864,452,23,1/1/2026,9,623.22,0.22,4375,797.56,North
1245,69497,12,9,8/5/2025,9,827.93,0.18,6110.12,1858.72,West
1246,16797,2,8,10/17/2025,7,908.71,0.19,5152.39,1972.96,North
1247,45918,438,8,5/14/2024,6,908.71,0.13,4743.47,1890.42,West
1248,15697,63,25,6/22/2024,9,891.64,0.14,6901.29,1438.52,East
1249,79784,453,16,1/28/2025,4,355.61,0.01,1408.22,528.81,South
1250,20722,230,19,6/17/2025,6,613.51,0,3681.06,583.02,East
1251,39573,451,2,8/1/2023,10,165.54,0.24,1258.1,499.57,North
1252,35805,354,14,6/21/2023,7,1812.31,0.29,9007.18,3378.58,South
1253,22678,85,10,3/11/2024,6,720.75,0.09,3935.3,1132.57,West
1254,92090,15,13,7/3/2023,8,1562.75,0.13,10876.74,1166.06,West
1255,72072,479,8,7/10/2023,6,908.71,0.25,4089.2,712.12,South
1256,78114,123,9,4/16/2026,6,827.93,0.25,3725.68,1290.91,East
1257,91207,407,25,8/17/2023,4,891.64,0.28,2567.92,854.41,North
1258,21211,225,15,10/27/2025,2,1051.79,0.19,1703.9,466.32,North
1259,18523,499,14,12/19/2025,1,1812.31,0.28,1304.86,278.22,West
1260,17181,401,6,3/19/2025,3,900.58,0.02,2647.71,902.12,East
1261,98809,155,3,5/6/2026,10,772.4,0.19,6256.44,749.13,North
1262,62649,29,15,3/18/2024,9,1051.79,0.02,9276.79,3293.06,North
1263,88587,50,2,8/10/2025,10,165.54,0.23,1274.66,216.61,West
1264,66112,404,23,11/7/2025,10,623.22,0,6232.2,1341.02,West
1265,98575,451,16,12/24/2025,10,355.61,0.19,2880.44,581.52,North
1266,35228,401,4,10/11/2023,1,1484.52,0.14,1276.69,253.37,East
1267,87710,56,14,3/3/2025,2,1812.31,0,3624.62,1138.09,North
1268,76702,405,8,3/9/2025,4,908.71,0.27,2653.43,365.63,East
1269,68277,132,24,1/12/2025,6,1686.39,0.13,8802.96,2793.94,North
1270,26735,96,1,5/10/2025,4,604.85,0.04,2322.62,262.97,North
1271,56890,160,20,5/24/2023,10,518.37,0.13,4509.82,1749.46,South
1272,29321,160,16,11/4/2023,10,355.61,0.27,2595.95,863.54,South
1273,11059,241,16,10/5/2024,5,355.61,0.18,1458,273.11,East
1274,41114,266,13,6/8/2024,10,1562.75,0.2,12502,1792.54,South
1275,35612,260,6,7/25/2025,9,900.58,0.26,5997.86,1359.23,South
1276,18965,500,2,8/21/2025,4,165.54,0.19,536.35,86.02,South
1277,71263,175,7,7/5/2025,4,282.36,0.2,903.55,278.69,North
1278,53995,308,24,2/16/2025,6,1686.39,0.26,7487.57,2020.36,North
1279,69546,316,19,5/9/2026,5,613.51,0.13,2668.77,396.8,West
1280,93724,449,27,12/5/2025,1,654.92,0.15,556.68,209.3,South
1281,73012,115,27,12/21/2025,4,654.92,0.14,2252.92,369.35,West
1282,62469,377,20,11/28/2023,6,518.37,0.24,2363.77,502.95,East
1283,13934,95,11,12/13/2024,1,1204.13,0.11,1071.68,130.87,East
1284,92750,285,15,1/9/2025,2,1051.79,0.04,2019.44,468.76,West
1285,35929,300,23,3/19/2026,6,623.22,0.01,3701.93,403.16,North
1286,32843,146,13,9/17/2025,3,1562.75,0.07,4360.07,778.71,South
1287,33078,174,20,10/12/2023,9,518.37,0.07,4338.76,688.98,West
1288,98795,432,16,6/1/2025,5,355.61,0.27,1297.98,137.97,West
1289,54352,71,3,4/9/2024,7,772.4,0.2,4325.44,1580.96,South
1290,58804,480,10,12/10/2024,4,720.75,0.09,2623.53,451.37,West
1291,91684,339,19,9/27/2024,3,613.51,0.28,1325.18,520.97,West
1292,28931,452,24,6/24/2023,7,1686.39,0.26,8735.5,1044.88,North
1293,59570,452,24,3/10/2025,3,1686.39,0.24,3844.97,605.6,North
1294,93380,356,27,10/26/2023,6,654.92,0.1,3536.57,809.39,South
1295,80184,126,19,3/10/2024,1,613.51,0.23,472.4,130.48,South
1296,46709,151,3,4/9/2025,3,772.4,0.1,2085.48,241.87,North
1297,74092,447,15,10/10/2023,3,1051.79,0.26,2334.97,911.84,North
1298,90594,108,19,1/21/2026,2,613.51,0.24,932.54,314.54,North
1299,94550,34,17,8/24/2025,3,551.45,0.15,1406.2,457.57,West
1300,33461,385,26,11/30/2023,9,1948.97,0.11,15611.25,3991.29,East
1301,74853,165,21,11/11/2023,6,1257.57,0.16,6338.15,1552.78,West
1302,86543,243,8,6/23/2024,5,908.71,0.17,3771.15,1099.03,East
1303,69255,333,18,10/6/2023,1,351.07,0.06,330.01,121.6,East
1304,59425,442,14,5/15/2025,4,1812.31,0.12,6379.33,1223.55,West
1305,82161,293,6,4/16/2026,3,900.58,0.28,1945.25,412.85,East
1306,78002,44,24,8/28/2024,3,1686.39,0.23,3895.56,734.37,East
1307,91412,181,21,4/15/2025,4,1257.57,0.18,4124.83,988.21,East
1308,58170,173,18,7/29/2024,7,351.07,0.14,2113.44,485.57,North
1309,33536,412,10,3/24/2026,8,720.75,0.1,5189.4,1114.22,South
1310,20802,227,3,7/24/2025,4,772.4,0.08,2842.43,348.96,East
1311,46231,151,15,9/17/2023,9,1051.79,0.15,8046.19,2358.31,North
1312,15017,475,24,3/29/2025,4,1686.39,0.03,6543.19,794.37,East
1313,42771,280,19,6/15/2025,4,613.51,0.1,2208.64,668.18,South
1314,28070,155,21,12/1/2023,5,1257.57,0.06,5910.58,1662.12,North
1315,49252,438,7,5/8/2026,9,282.36,0.27,1855.11,190.26,West
1316,63183,145,4,11/11/2025,6,1484.52,0.23,6858.48,1516.71,East
1317,95733,421,7,1/11/2025,10,282.36,0.23,2174.17,225.17,East
1318,37508,263,6,7/14/2023,3,900.58,0.26,1999.29,336.43,West
1319,71438,243,17,11/11/2024,4,551.45,0.15,1874.93,629.59,East
1320,34621,370,18,12/1/2024,8,351.07,0.1,2527.7,317.89,North
1321,83196,220,25,7/6/2024,7,891.64,0.06,5866.99,1378.69,South
1322,50051,16,14,8/26/2024,6,1812.31,0.04,10438.91,3780.19,East
1323,56486,483,16,10/10/2024,1,355.61,0.15,302.27,89.97,West
1324,62870,174,17,11/3/2024,4,551.45,0.13,1919.05,586.71,West
1325,84393,391,18,3/5/2024,9,351.07,0.09,2875.26,793.82,East
1326,53286,403,25,6/30/2025,1,891.64,0.28,641.98,93.8,East
1327,61234,291,27,11/2/2025,10,654.92,0.27,4780.92,1301.19,South
1328,60650,196,7,6/16/2023,4,282.36,0.28,813.2,96.86,West
1329,69183,97,23,11/11/2024,8,623.22,0.03,4836.19,1309.9,West
1330,82470,328,14,3/30/2024,5,1812.31,0.03,8789.7,1154.03,West
1331,13517,91,10,1/9/2024,1,720.75,0.25,540.56,151.9,North
1332,47200,96,14,4/18/2024,4,1812.31,0.02,7104.26,2762.83,North
1333,69593,106,13,1/5/2025,4,1562.75,0.09,5688.41,1463.73,South
1334,63852,30,13,11/12/2025,6,1562.75,0.16,7876.26,1193.63,North
1335,64842,201,18,6/12/2024,3,351.07,0.3,737.25,102.29,South
1336,37063,245,24,4/5/2026,2,1686.39,0.12,2968.05,1101.37,South
1337,97135,67,2,9/10/2025,4,165.54,0.09,602.57,208.11,North
1338,87003,244,25,10/1/2023,3,891.64,0.18,2193.43,837.34,North
1339,36437,104,17,12/12/2023,9,551.45,0.22,3871.18,920.13,West
1340,89278,4,9,8/20/2024,3,827.93,0.13,2160.9,750.64,South
1341,74350,414,18,12/22/2023,4,351.07,0.16,1179.6,440.1,East
1342,47737,236,14,12/29/2024,8,1812.31,0.17,12033.74,3865.08,South
1343,48987,331,8,9/30/2023,8,908.71,0.1,6542.71,2308.22,West
1344,64401,201,27,10/8/2023,10,654.92,0.25,4911.9,1743.49,South
1345,70008,128,27,5/7/2026,3,654.92,0.27,1434.27,458.93,East
1346,15723,197,7,7/23/2023,3,282.36,0.21,669.19,86.1,East
1347,48258,123,6,8/5/2025,3,900.58,0.08,2485.6,716.91,East
1348,38476,342,8,8/27/2023,2,908.71,0.21,1435.76,454.74,South
1349,25889,466,2,11/17/2024,8,165.54,0.12,1165.4,382.9,North
1350,52731,189,17,9/16/2023,2,551.45,0.23,849.23,213.43,West
1351,15850,210,26,1/8/2025,8,1948.97,0.05,14812.17,2402.71,South
1352,70542,237,4,1/16/2024,1,1484.52,0.02,1454.83,448.59,West
1353,61992,196,17,5/2/2024,6,551.45,0.22,2580.79,920.65,West
1354,27888,20,4,6/8/2024,1,1484.52,0.08,1365.76,427.11,East
1355,81883,168,26,5/31/2025,8,1948.97,0.15,13253,1596.6,North
1356,71707,337,21,1/17/2024,4,1257.57,0.21,3973.92,919.24,South
1357,12367,421,20,3/13/2025,5,518.37,0.25,1943.89,293.87,East
1358,61229,311,7,4/19/2026,2,282.36,0.05,536.48,73.63,North
1359,45815,87,5,3/23/2025,2,230.97,0.2,369.55,38.2,North
1360,14514,79,12,12/5/2025,8,44.43,0.11,316.34,52.2,South
1361,93203,458,13,2/17/2026,9,1562.75,0.06,13220.86,4085.55,East
1362,23473,416,15,10/28/2025,9,1051.79,0.19,7667.55,2414.69,South
1363,16378,200,19,5/30/2024,5,613.51,0.13,2668.77,745.82,South
1364,59105,396,25,12/29/2025,7,891.64,0.23,4805.94,1819.75,North
1365,13662,466,26,6/14/2024,4,1948.97,0.06,7328.13,768.07,North
1366,18280,8,1,4/25/2026,6,604.85,0.25,2721.82,827.4,East
1367,32004,113,23,7/28/2025,2,623.22,0.24,947.29,330.73,West
1368,52879,371,20,5/1/2024,3,518.37,0.01,1539.56,390.66,West
1369,81002,166,5,1/18/2026,9,230.97,0.19,1683.77,483.92,East
1370,56737,203,14,5/22/2023,7,1812.31,0.04,12178.72,1998.94,South
1371,11570,166,1,1/3/2025,3,604.85,0,1814.55,537.47,East
1372,46497,200,1,8/24/2025,4,604.85,0.14,2080.68,249.28,South
1373,38647,333,27,6/9/2024,10,654.92,0.11,5828.79,700.62,East
1374,23344,211,27,3/9/2024,5,654.92,0.23,2521.44,630.04,West
1375,84606,365,4,5/15/2023,9,1484.52,0.24,10154.12,3824.72,South
1376,92689,88,22,5/1/2026,5,407.19,0.29,1445.52,404.69,West
1377,27423,357,10,7/21/2024,7,720.75,0.2,4036.2,1581.02,West
1378,51676,171,17,11/25/2024,3,551.45,0.19,1340.02,489.36,North
1379,86681,436,20,9/25/2024,8,518.37,0.02,4064.02,427.92,South
1380,75984,230,14,10/1/2025,7,1812.31,0.15,10783.24,3478.07,East
1381,26260,301,4,2/28/2026,1,1484.52,0.07,1380.6,393.34,East
1382,91233,159,24,6/22/2023,4,1686.39,0.22,5261.54,1721.44,South
1383,36478,41,20,8/23/2025,1,518.37,0.04,497.64,124.22,West
1384,88390,78,16,12/13/2024,7,355.61,0.06,2339.91,260.6,South
1385,46454,485,9,11/24/2023,8,827.93,0.22,5166.28,1026.06,East
1386,94940,163,2,8/6/2023,1,165.54,0.16,139.05,54.69,East
1387,53420,417,7,4/19/2025,5,282.36,0.23,1087.09,183.39,East
1388,97163,176,24,11/22/2024,4,1686.39,0.06,6340.83,736.94,West
1389,52157,128,25,4/19/2026,4,891.64,0.18,2924.58,627.16,East
1390,74440,94,1,2/27/2025,8,604.85,0.19,3919.43,467.92,North
1391,36767,36,1,3/12/2024,4,604.85,0.02,2371.01,942.72,South
1392,36787,65,4,3/8/2026,2,1484.52,0.05,2820.59,746.48,South
1393,50824,121,16,11/7/2023,9,355.61,0.02,3136.48,995.82,South
1394,42632,85,15,7/21/2025,4,1051.79,0.07,3912.66,598.37,West
1395,36398,156,18,5/15/2025,5,351.07,0.17,1456.94,568.67,South
1396,62198,140,20,1/30/2026,8,518.37,0.02,4064.02,1592.15,East
1397,89874,194,10,4/26/2024,3,720.75,0.14,1859.54,421.76,West
1398,73176,377,9,10/17/2025,7,827.93,0.23,4462.54,1543.51,East
1399,49351,11,16,12/23/2024,7,355.61,0.13,2165.66,270.64,South
1400,43723,305,11,7/20/2023,9,1204.13,0.05,10295.31,3273.85,South
1401,83681,195,12,7/20/2024,8,44.43,0.09,323.45,59.83,North
1402,71506,311,7,1/7/2024,8,282.36,0.02,2213.7,312.13,North
1403,75627,101,21,4/27/2026,3,1257.57,0.27,2754.08,278.86,East
1404,61727,374,14,12/8/2024,6,1812.31,0.15,9242.78,3491.07,West
1405,87110,497,7,6/8/2025,6,282.36,0.12,1490.86,286.76,West
1406,26315,37,19,6/21/2023,7,613.51,0.27,3135.04,1246.93,South
1407,43457,198,2,11/22/2025,10,165.54,0.05,1572.63,517.21,East
1408,58258,395,26,12/15/2025,6,1948.97,0.15,9939.75,2451.01,West
1409,42347,357,23,4/19/2026,1,623.22,0.2,498.58,188.44,West
1410,92700,125,14,12/8/2025,8,1812.31,0.01,14353.5,4936.71,West
1411,44253,362,18,9/13/2025,1,351.07,0.21,277.35,81.43,South
1412,42429,310,14,1/1/2026,8,1812.31,0.28,10438.91,1505.4,South
1413,11617,309,15,8/28/2025,10,1051.79,0.29,7467.71,2632.03,North
1414,62122,60,6,10/31/2025,2,900.58,0.19,1458.94,547.2,North
1415,34749,362,26,11/15/2024,10,1948.97,0.29,13837.69,1717.32,South
1416,49612,449,5,4/27/2025,7,230.97,0.05,1535.95,350.29,South
1417,50367,257,14,2/26/2026,9,1812.31,0.2,13048.63,2803.32,North
1418,21648,376,11,10/30/2024,7,1204.13,0.23,6490.26,2448.75,West
1419,28705,56,19,2/22/2025,10,613.51,0.23,4724.03,960.48,North
1420,50383,138,6,12/31/2023,4,900.58,0.28,2593.67,569.03,North
1421,19154,4,27,12/25/2025,3,654.92,0.24,1493.22,150.03,South
1422,66485,397,18,5/3/2026,7,351.07,0.16,2064.29,611.77,West
1423,35954,88,26,5/27/2024,3,1948.97,0.11,5203.75,1619.48,West
1424,84329,250,27,4/15/2026,3,654.92,0.15,1670.05,222.24,North
1425,33950,417,21,11/6/2023,4,1257.57,0.06,4728.46,556.51,East
1426,63581,415,19,12/30/2025,4,613.51,0.08,2257.72,836.89,South
1427,20460,226,21,8/25/2024,10,1257.57,0.03,12198.43,3548.89,East
1428,54846,151,2,4/4/2026,2,165.54,0.11,294.66,53.93,North
1429,23213,16,7,7/30/2025,10,282.36,0.07,2625.95,644.82,East
1430,97205,5,2,3/29/2025,1,165.54,0.08,152.3,58.87,East
1431,10951,299,8,8/24/2024,1,908.71,0.03,881.45,226.27,West
1432,44843,193,2,7/3/2025,10,165.54,0.16,1390.54,540.39,East
1433,66289,478,20,7/1/2024,8,518.37,0.14,3566.39,717.23,North
1434,51317,173,10,9/3/2023,6,720.75,0.2,3459.6,702.03,North
1435,59602,419,19,12/29/2025,4,613.51,0.28,1766.91,529.23,West
1436,23130,313,8,8/17/2025,1,908.71,0.29,645.18,233.51,West
1437,28201,2,5,2/11/2026,8,230.97,0.26,1367.34,301.56,North
1438,42576,14,16,2/8/2026,10,355.61,0.04,3413.86,884.83,North
1439,72285,189,19,6/8/2025,8,613.51,0.19,3975.54,1183.37,West
1440,93633,264,12,6/11/2025,7,44.43,0.2,248.81,25.11,South
1441,15997,491,27,11/20/2024,6,654.92,0,3929.52,817.58,North
1442,73509,497,24,11/19/2023,6,1686.39,0.2,8094.67,1376.64,West
1443,72406,205,15,11/6/2024,10,1051.79,0.24,7993.6,1634.69,East
